Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 11:12,35,Industrial AI control and vision systems development,Python,"C, C++, Java, Javascript, PHP, Typescript",Python,"Dart, Go, Kotlin",Linux,MacOS,"Linux, MacOS",21,"Editing code, Software development, Administering remote servers (ssh), Data processing, Communication (IRC)",80,100,20,100,Yes,5,Yes,"Dark background, light text",No,No,"GNOME Terminal, iTerm2",5,5,Yes,Yes,No,Yes,No,5,"Activity monitor / task manager, Bitorrent client, Calendar, Chat / Messaging, Code editor, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping","Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Games, ToDo List, Note keeping, Project management / Kanban",,
29/03/2022 11:12,30,Data scientist,Python,"Javascript, Rust",Python,,Linux,,Linux,4,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,100,5,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Alacritty, GNOME Terminal",5,5,Yes,Yes,Yes,Yes,Yes,5,"API development / testing, Code editor, Database administration, Version control (e.g. git)","Distraction free writing, File viewer (syntax highlighted code), ToDo List",No,
29/03/2022 11:13,37,DevOps,Go,Python,Go,"Javascript, Rust, Typescript",Linux,MacOS,"Linux, MacOS",16,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,20,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Alacritty, Linux console, iTerm2, MATE terminal",5,5,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Distraction free writing, Email client, File manager, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Some issues with fonts sometimes, mouse integration can be spotty",
29/03/2022 11:14,31,Desktop application developer,Typescript,"Javascript, Python, Rust, Typescript",Rust,,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",15,"Editing code, Software development",70,100,20,100,Yes,5,Yes,"Light backround, dark text",No,Yes,"GNOME Terminal, iTerm2, Windows Terminal",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 11:14,47,Data engineer,Python,"C#, PHP",Python,"Javascript, Ruby",Windows,MacOS,"MacOS, Windows",28,"Software development, local administration tasks",2,3,30,80,Yes,5,Yes,"Light backround, dark text",No,No,Windows Terminal,3,4,Yes,Yes,Yes,No,Yes,4,"Data entry / forms, File manager","Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Games, Note keeping",Not really,
29/03/2022 11:15,29,DevOps,Python,"Dart, Javascript, Kotlin, Matlab, Typescript",Python,Go,MacOS,Linux,"Linux, MacOS",10,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, iTerm2, Terminal.app",5,5,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",nope,
29/03/2022 11:15,37,Web developer (full-stack),C#,Javascript,C#,,Windows,,Windows,15,Launching PHP personal server,0,5,20,80,Yes,3,No,,No,No,Windows Console,1,1,Yes,No,No,No,No,1,,,,
29/03/2022 11:15,47,Web developer (back-end),Python,"Java, Python, SQL",Python,,Linux,MacOS,"Linux, MacOS",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2",5,3,Yes,Yes,Yes,No,Yes,3,"API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, File manager, Games, ToDo List, Note keeping, Version control (e.g. git)","API development / testing, Project management / Kanban","sometimes, but it's generally my fault",
29/03/2022 11:16,40,Security engineer,Python,"C, Go, Javascript, Emacs Lisp",Go,Rust,Linux,,Linux,18,"Software development, Administering remote servers (ssh)",10,70,30,100,Yes,5,No,"Dark background, light text",No,Yes,GNOME Terminal,5,5,Yes,Yes,No,Yes,No,4,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Jupyter viewer, Version control (e.g. git)",,,
29/03/2022 11:16,27,Bioinformatician/Scientist,Python,"Rust, R, Groovy",Python,,MacOS,Linux,"Linux, MacOS",5,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,Alacritty,5,5,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Calendar, Code editor, Dashboards (data visualisation), Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Version control (e.g. git)","Data entry / forms, Email client, Version control (e.g. git)",Hidden or zero-width characters; accidentally pressing Ctrl+s,
29/03/2022 11:16,37,Web developer (full-stack),Python,"C, C++, C#, Java, Javascript, Python, Bash",Python,Kotlin,Linux,,Linux,25,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,40,100,Yes,5,No,"Dark background, light text",No,Yes,Terminator,5,4,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Database administration, Email client, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, API development / testing, Code editor, Database administration, Database query interface",Some TUIs have a massive learning curve. I'd rather use CLI commands iteratively than have to learn (eg emacs) massive numbers of commands just to get going.,
29/03/2022 11:16,26,Web developer (full-stack),Typescript,"C, Dart, Javascript, Python, Rust, Typescript",Rust,"C, Rust",Linux,"Linux, MacOS, Windows","Linux, MacOS",6,"Software development, Administering remote servers (ssh), Data processing",30,90,30,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2",5,5,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Chat / Messaging, Configuration editor, Email client, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,,
29/03/2022 11:19,22,Server application developer ,Java,"C, C++, Java, Javascript, Python, Typescript",Python,Rust,MacOS,"Linux, Windows","Linux, MacOS, Windows Subsystem for Linux",6,"Software development, Administering remote servers (ssh)",10,100,20,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, iTerm2, Windows Terminal, VSCode Terminal",5,4,Yes,Yes,Yes,No,,4,"Activity monitor / task manager, Code editor, Configuration editor, File viewer (syntax highlighted code), Games","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Code editor, Configuration editor, Database administration, Database query interface, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 11:19,31,Data engineer,Python,R,Python,"C, Go, Rust",Linux,"MacOS, Windows","Linux, MacOS, Windows",15,"Editing code, Software development, Administering remote servers (ssh), Data processing",100,100,0,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Kitty, Konsole, Linux console, Windows Console, xterm",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Chat / Messaging, Dashboards (data visualisation), Database query interface, Data entry / forms, Email client, File viewer (syntax highlighted code), ToDo List, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calendar, Chat / Messaging, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",getting keyboard input right is hard!,
29/03/2022 11:19,54,DevOps,Python,"C, Perl",Python,"Go, Matlab, Rust",Linux,"MacOS, Windows","Linux, MacOS, Windows",27,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,20,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Linux console, iTerm2, Windows Console, Windows Terminal",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Bitorrent client, Calendar, Chat / Messaging, Code editor, Configuration editor, Distraction free writing, Email client, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",Only self inflicted ,
29/03/2022 11:20,53,beginner developer who loves open source,Python,Python,Python,"Javascript, Rust, Typescript",Linux,Windows,"Linux, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",5,50,75,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Windows Terminal",4,4,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Data entry / forms, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, API development / testing, Chat / Messaging, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, File manager, File viewer (syntax highlighted code), ToDo List, Project management / Kanban, Version control (e.g. git)",Yes,
29/03/2022 11:20,50,Product Manager,,,,,Linux,MacOS,Linux,30,Administering remote servers (ssh),5,90,90,99,Yes,4,Yes,"Dark background, light text",No,No,GNOME Terminal,4,4,Yes,No,No,Yes,No,4,"Activity monitor / task manager, Chat / Messaging, Database administration, Dashboards (data visualisation), Email client, File viewer (syntax highlighted code), Games, ToDo List, Note keeping",,,
29/03/2022 11:21,30,Mobile application developer,Dart,"C, C++, C#, Dart, Java, Kotlin, Python, Ruby",Dart,Go,Linux,"Linux, MacOS, Windows","Linux, MacOS",15,"Editing code, Software development, Administering remote servers (ssh), Daily productivity tasks",30,100,10,40,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, Konsole, iTerm2, Yakuake",5,3,Yes,Yes,Yes,Yes,Yes,2,"Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, File manager, File viewer (syntax highlighted code), Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Project management / Kanban, Version control (e.g. git)",Plenty of issues just like any other tool.,
29/03/2022 11:21,31,Web developer (full-stack),Python,"Javascript, Typescript",Python,,Linux,,Linux,12,"Editing code, Software development",80,100,20,100,Yes,5,Yes,"Dark background, light text",No,No,Kitty,5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Bitorrent client, Code editor, Email client, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",No,
29/03/2022 11:22,40,System administrator,Python,Ansible,Python,,Linux,"MacOS, Windows","Linux, MacOS",25,"Editing code, Software development, Administering remote servers (ssh), Data processing",70,100,15,100,Yes,4,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Putty",5,4,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Chat / Messaging, Code editor, Database administration, Dashboards (data visualisation), Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), Games, Spreadsheet","Code editor, Version control (e.g. git)",,
